<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
EURUSD;30;20161108;003000;1.1044800;1.1045000;1.1038000;1.1042500;16723
EURUSD;30;20161108;010000;1.1042500;1.1043400;1.1036000;1.1038600;15665
EURUSD;30;20161108;013000;1.1040000;1.1047300;1.1036200;1.1044100;17142
EURUSD;30;20161108;020000;1.1044000;1.1047400;1.1039000;1.1043300;18817
EURUSD;30;20161108;023000;1.1043300;1.1049300;1.1039000;1.1042300;25146
EURUSD;30;20161108;030000;1.1042500;1.1049800;1.1039000;1.1049100;13329
EURUSD;30;20161108;033000;1.1049000;1.1049000;1.1038000;1.1041600;23988
EURUSD;30;20161108;040000;1.1041800;1.1044000;1.1036000;1.1040600;18906
EURUSD;30;20161108;043000;1.1041500;1.1043700;1.1030000;1.1035700;29288
EURUSD;30;20161108;050000;1.1035700;1.1040400;1.1032000;1.1037600;28186
EURUSD;30;20161108;053000;1.1038400;1.1039500;1.1029000;1.1032500;20593
EURUSD;30;20161108;060000;1.1032000;1.1036100;1.1027000;1.1032600;22529
EURUSD;30;20161108;063000;1.1032600;1.1038700;1.1028000;1.1037600;21980
EURUSD;30;20161108;070000;1.1036600;1.1040800;1.1033000;1.1039600;18928
EURUSD;30;20161108;073000;1.1039000;1.1041300;1.1035000;1.1039600;15102
EURUSD;30;20161108;080000;1.1039600;1.1042800;1.1035000;1.1041800;13694
EURUSD;30;20161108;083000;1.1041800;1.1044700;1.1038000;1.1043400;17554
EURUSD;30;20161108;090000;1.1042700;1.1044100;1.1040000;1.1042400;17189
EURUSD;30;20161108;093000;1.1042400;1.1046000;1.1040000;1.1045500;19338
EURUSD;30;20161108;100000;1.1045400;1.1046000;1.1040000;1.1043900;16513
EURUSD;30;20161108;103000;1.1044100;1.1050000;1.1042000;1.1048800;29401
EURUSD;30;20161108;110000;1.1048000;1.1056700;1.1044000;1.1054200;36011
EURUSD;30;20161108;113000;1.1055300;1.1067100;1.1053000;1.1058300;46686
EURUSD;30;20161108;120000;1.1059000;1.1065300;1.1056000;1.1060300;33285
EURUSD;30;20161108;123000;1.1060400;1.1061100;1.1051000;1.1055400;36758
EURUSD;30;20161108;130000;1.1055200;1.1056700;1.1047000;1.1050200;35915
EURUSD;30;20161108;133000;1.1050000;1.1051300;1.1043000;1.1049000;36563
EURUSD;30;20161108;140000;1.1049300;1.1051400;1.1042000;1.1045600;36089
EURUSD;30;20161108;143000;1.1045400;1.1050000;1.1041000;1.1048300;30443
EURUSD;30;20161108;150000;1.1048300;1.1050000;1.1039000;1.1042600;29588
EURUSD;30;20161108;153000;1.1042800;1.1043000;1.1033800;1.1038600;37026
EURUSD;30;20161108;160000;1.1038400;1.1041000;1.1034000;1.1037800;32842
EURUSD;30;20161108;163000;1.1037000;1.1043300;1.1034000;1.1039400;36794
EURUSD;30;20161108;170000;1.1039500;1.1047500;1.1035000;1.1047400;41278
EURUSD;30;20161108;173000;1.1046700;1.1050000;1.1035000;1.1046300;43127
EURUSD;30;20161108;180000;1.1046300;1.1050000;1.1040000;1.1047900;50380
EURUSD;30;20161108;183000;1.1048600;1.1052200;1.1045000;1.1051400;45839
EURUSD;30;20161108;190000;1.1051600;1.1054300;1.1044000;1.1046500;52890
EURUSD;30;20161108;193000;1.1046100;1.1051400;1.1040000;1.1045900;53566
EURUSD;30;20161108;200000;1.1046100;1.1050000;1.1031000;1.1034900;44710
EURUSD;30;20161108;203000;1.1034500;1.1034900;1.1018000;1.1022100;40311
EURUSD;30;20161108;210000;1.1022100;1.1026800;1.1018000;1.1023000;34208
EURUSD;30;20161108;213000;1.1023000;1.1031100;1.1017000;1.1022300;37548
EURUSD;30;20161108;220000;1.1020000;1.1022400;1.1006000;1.1016300;33511
EURUSD;30;20161108;223000;1.1016200;1.1024200;1.1010000;1.1023300;28198
EURUSD;30;20161108;230000;1.1023100;1.1031600;1.1021000;1.1029900;30130
EURUSD;30;20161108;233000;1.1029700;1.1034500;1.1020000;1.1023000;28555
EURUSD;30;20161109;000000;1.1023700;1.1025000;1.1012000;1.1014500;31406
EURUSD;30;20161109;003000;1.1014400;1.1021300;1.1010000;1.1018800;23005
EURUSD;30;20161109;010000;1.1018600;1.1028300;1.1015000;1.1024200;24519
EURUSD;30;20161109;013000;1.1023600;1.1031100;1.1010600;1.1018200;14241
EURUSD;30;20161109;020000;1.1018200;1.1019200;1.1007000;1.1013100;18398
EURUSD;30;20161109;023000;1.1012600;1.1014000;1.1002000;1.1009800;34401
EURUSD;30;20161109;030000;1.1009900;1.1021400;1.1007900;1.1017600;28209
EURUSD;30;20161109;033000;1.1017400;1.1052400;1.1015500;1.1020000;67147
EURUSD;30;20161109;040000;1.1019200;1.1051700;1.0991400;1.0993300;79915
EURUSD;30;20161109;043000;1.0994200;1.1025300;1.0987000;1.1017700;80939
EURUSD;30;20161109;050000;1.1017000;1.1046400;1.1009000;1.1039900;67772
EURUSD;30;20161109;053000;1.1040300;1.1171200;1.1039600;1.1130300;99984
EURUSD;30;20161109;060000;1.1130000;1.1169400;1.1123000;1.1124200;96987
EURUSD;30;20161109;063000;1.1123800;1.1224200;1.1117000;1.1217100;102865
EURUSD;30;20161109;070000;1.1217900;1.1231900;1.1192000;1.1229900;86961
EURUSD;30;20161109;073000;1.1230100;1.1266900;1.1192000;1.1195500;94863
EURUSD;30;20161109;080000;1.1197200;1.1283000;1.1194000;1.1274600;90509
EURUSD;30;20161109;083000;1.1275100;1.1299600;1.1257900;1.1266700;79099
EURUSD;30;20161109;090000;1.1267600;1.1291400;1.1258000;1.1274500;71021
EURUSD;30;20161109;093000;1.1274700;1.1276800;1.1216000;1.1257400;86638
EURUSD;30;20161109;100000;1.1257300;1.1259700;1.1197000;1.1220300;79094
EURUSD;30;20161109;103000;1.1220000;1.1226600;1.1175000;1.1211800;82944
EURUSD;30;20161109;110000;1.1210900;1.1220700;1.1105500;1.1117300;76699
EURUSD;30;20161109;113000;1.1116400;1.1135100;1.1079600;1.1116400;99219
EURUSD;30;20161109;120000;1.1116000;1.1126800;1.1098000;1.1105100;67348
EURUSD;30;20161109;123000;1.1105100;1.1106800;1.1067000;1.1068500;72690
EURUSD;30;20161109;130000;1.1069100;1.1070300;1.1028000;1.1051300;73361
EURUSD;30;20161109;133000;1.1050000;1.1087400;1.1040000;1.1086600;71810
EURUSD;30;20161109;140000;1.1086300;1.1104700;1.1075000;1.1091700;61466
EURUSD;30;20161109;143000;1.1091700;1.1110000;1.1088000;1.1099600;56025
EURUSD;30;20161109;150000;1.1099600;1.1104000;1.1088000;1.1090500;47990
EURUSD;30;20161109;153000;1.1090600;1.1091600;1.1037600;1.1054000;62514
EURUSD;30;20161109;160000;1.1054200;1.1060000;1.1021000;1.1026600;63305
EURUSD;30;20161109;163000;1.1026200;1.1027000;1.0997000;1.1023600;87035
EURUSD;30;20161109;170000;1.1023500;1.1036500;1.1007000;1.1009400;74458
EURUSD;30;20161109;173000;1.1009300;1.1012800;1.0967500;1.0970800;77660
EURUSD;30;20161109;180000;1.0970700;1.0979700;1.0949000;1.0951400;77066
EURUSD;30;20161109;183000;1.0950700;1.0966500;1.0939900;1.0956500;72484
EURUSD;30;20161109;190000;1.0957100;1.0963800;1.0928000;1.0948100;70680
EURUSD;30;20161109;193000;1.0948100;1.0960000;1.0935000;1.0939700;63598
EURUSD;30;20161109;200000;1.0939000;1.0952000;1.0936000;1.0949900;55060
EURUSD;30;20161109;203000;1.0950600;1.0952200;1.0920900;1.0931200;54652
EURUSD;30;20161109;210000;1.0931400;1.0946400;1.0930000;1.0938300;52135
EURUSD;30;20161109;213000;1.0938400;1.0947400;1.0930000;1.0940700;57717
EURUSD;30;20161109;220000;1.0941100;1.0948800;1.0927000;1.0931300;40565
EURUSD;30;20161109;223000;1.0931500;1.0934600;1.0917000;1.0923400;43487
EURUSD;30;20161109;230000;1.0923400;1.0937700;1.0919000;1.0932100;42377
EURUSD;30;20161109;233000;1.0932700;1.0941800;1.0926000;1.0930600;43795
EURUSD;30;20161110;000000;1.0931100;1.0931800;1.0908000;1.0909200;36109
EURUSD;30;20161110;003000;1.0908900;1.0917400;1.0904000;1.0914900;23854
EURUSD;30;20161110;010000;1.0915300;1.0916000;1.0905000;1.0908800;31557
EURUSD;30;20161110;013000;1.0908800;1.0920500;1.0905600;1.0916100;9497
EURUSD;30;20161110;020000;1.0915800;1.0923000;1.0913700;1.0918700;19231
EURUSD;30;20161110;023000;1.0920100;1.0925500;1.0913000;1.0918200;32324
EURUSD;30;20161110;030000;1.0918100;1.0919700;1.0913000;1.0919000;19659
EURUSD;30;20161110;033000;1.0919600;1.0932100;1.0913000;1.0931600;35444
EURUSD;30;20161110;040000;1.0932000;1.0932000;1.0924000;1.0926200;30839
EURUSD;30;20161110;043000;1.0925600;1.0927300;1.0911000;1.0922000;43407
EURUSD;30;20161110;050000;1.0922500;1.0937100;1.0918000;1.0934600;36762
EURUSD;30;20161110;053000;1.0933000;1.0947800;1.0930000;1.0943900;38652
EURUSD;30;20161110;060000;1.0942000;1.0953600;1.0938000;1.0941700;38752
EURUSD;30;20161110;063000;1.0941400;1.0943000;1.0934000;1.0940800;31697
EURUSD;30;20161110;070000;1.0940600;1.0946200;1.0934000;1.0936800;30477
EURUSD;30;20161110;073000;1.0937000;1.0937000;1.0920000;1.0927600;36747
EURUSD;30;20161110;080000;1.0927700;1.0931000;1.0920000;1.0925700;30300
EURUSD;30;20161110;083000;1.0925800;1.0933000;1.0923000;1.0931300;32292
EURUSD;30;20161110;090000;1.0931100;1.0944300;1.0928000;1.0942100;36953
EURUSD;30;20161110;093000;1.0942100;1.0947700;1.0936000;1.0944600;33940
EURUSD;30;20161110;100000;1.0943000;1.0944700;1.0933000;1.0944500;28738
EURUSD;30;20161110;103000;1.0944600;1.0944600;1.0924600;1.0931200;44257
EURUSD;30;20161110;110000;1.0931000;1.0940200;1.0925000;1.0928600;58432
EURUSD;30;20161110;113000;1.0929300;1.0936100;1.0915000;1.0920800;71466
EURUSD;30;20161110;120000;1.0920700;1.0946800;1.0918200;1.0927900;69481
EURUSD;30;20161110;123000;1.0927700;1.0928500;1.0908000;1.0913600;58418
EURUSD;30;20161110;130000;1.0914600;1.0915200;1.0885000;1.0894200;65442
EURUSD;30;20161110;133000;1.0894100;1.0897200;1.0885000;1.0896200;52663
EURUSD;30;20161110;140000;1.0896800;1.0907000;1.0891000;1.0899700;55649
EURUSD;30;20161110;143000;1.0900000;1.0910000;1.0892000;1.0906900;58865
EURUSD;30;20161110;150000;1.0907000;1.0920400;1.0892000;1.0898100;58906
EURUSD;30;20161110;153000;1.0898400;1.0910600;1.0869000;1.0873900;65748
EURUSD;30;20161110;160000;1.0873700;1.0893000;1.0867000;1.0890800;65326
EURUSD;30;20161110;163000;1.0891700;1.0907400;1.0886000;1.0901300;72640
EURUSD;30;20161110;170000;1.0901300;1.0903400;1.0890900;1.0898200;72750
EURUSD;30;20161110;173000;1.0898300;1.0901400;1.0885000;1.0886600;68991
EURUSD;30;20161110;180000;1.0887300;1.0891000;1.0868000;1.0870000;71221
EURUSD;30;20161110;183000;1.0870000;1.0906400;1.0862000;1.0903200;65355
EURUSD;30;20161110;190000;1.0903400;1.0904200;1.0875000;1.0878400;77229
EURUSD;30;20161110;193000;1.0878900;1.0886600;1.0866500;1.0867900;78751
EURUSD;30;20161110;200000;1.0868400;1.0883100;1.0864000;1.0881600;55750
EURUSD;30;20161110;203000;1.0880000;1.0890400;1.0874000;1.0887200;52057
EURUSD;30;20161110;210000;1.0887300;1.0891000;1.0879000;1.0890400;52682
EURUSD;30;20161110;213000;1.0890000;1.0898100;1.0883000;1.0893000;55198
EURUSD;30;20161110;220000;1.0893900;1.0903700;1.0886000;1.0900800;47491
EURUSD;30;20161110;223000;1.0901000;1.0903100;1.0891000;1.0895900;40634
EURUSD;30;20161110;230000;1.0895900;1.0896200;1.0886000;1.0890800;40156
EURUSD;30;20161110;233000;1.0890700;1.0894700;1.0885000;1.0890200;36016
EURUSD;30;20161111;000000;1.0890600;1.0896400;1.0883000;1.0885400;36682
EURUSD;30;20161111;003000;1.0885000;1.0891600;1.0881000;1.0891500;22772
EURUSD;30;20161111;010000;1.0891400;1.0894900;1.0888000;1.0889100;21459
EURUSD;30;20161111;013000;1.0891000;1.0896200;1.0881900;1.0885000;13411
EURUSD;30;20161111;020000;1.0885200;1.0887200;1.0879000;1.0885500;15944
EURUSD;30;20161111;023000;1.0885600;1.0889100;1.0879000;1.0886000;24248
EURUSD;30;20161111;030000;1.0886000;1.0890400;1.0882000;1.0887400;20462
EURUSD;30;20161111;033000;1.0887300;1.0891200;1.0879000;1.0883000;27066
EURUSD;30;20161111;040000;1.0883100;1.0890600;1.0879000;1.0885500;32226
EURUSD;30;20161111;043000;1.0885500;1.0889600;1.0878900;1.0880100;36173
EURUSD;30;20161111;050000;1.0880200;1.0887100;1.0873000;1.0884800;40468
EURUSD;30;20161111;053000;1.0885000;1.0913700;1.0880000;1.0909800;48085
EURUSD;30;20161111;060000;1.0909900;1.0923500;1.0902000;1.0910200;46674
EURUSD;30;20161111;063000;1.0910200;1.0915800;1.0896000;1.0897900;34396
EURUSD;30;20161111;070000;1.0898100;1.0904300;1.0894000;1.0902800;32481
EURUSD;30;20161111;073000;1.0903000;1.0911500;1.0899000;1.0910800;37343
EURUSD;30;20161111;080000;1.0910800;1.0910800;1.0899000;1.0905600;30175
EURUSD;30;20161111;083000;1.0905600;1.0907500;1.0900000;1.0905800;25993
EURUSD;30;20161111;090000;1.0905900;1.0913100;1.0902000;1.0912000;25795
EURUSD;30;20161111;093000;1.0912100;1.0919500;1.0909000;1.0913300;32005
EURUSD;30;20161111;100000;1.0913400;1.0914900;1.0904000;1.0914300;27201
EURUSD;30;20161111;103000;1.0914100;1.0917100;1.0902000;1.0908400;43346
EURUSD;30;20161111;110000;1.0908400;1.0915800;1.0902000;1.0905800;53557
EURUSD;30;20161111;113000;1.0906100;1.0910100;1.0890000;1.0892500;67291
EURUSD;30;20161111;120000;1.0893300;1.0895500;1.0870000;1.0880900;68557
EURUSD;30;20161111;123000;1.0880900;1.0897100;1.0870000;1.0882000;72693
EURUSD;30;20161111;130000;1.0881600;1.0884100;1.0865000;1.0869000;66799
EURUSD;30;20161111;133000;1.0869300;1.0871700;1.0852000;1.0866800;74205
EURUSD;30;20161111;140000;1.0867600;1.0884800;1.0865000;1.0879000;63274
EURUSD;30;20161111;143000;1.0879000;1.0886100;1.0870000;1.0879700;52605
EURUSD;30;20161111;150000;1.0879900;1.0883000;1.0864000;1.0874300;48283
EURUSD;30;20161111;153000;1.0874300;1.0880000;1.0869000;1.0873000;52380
EURUSD;30;20161111;160000;1.0872500;1.0880000;1.0863000;1.0872800;51913
EURUSD;30;20161111;163000;1.0872800;1.0910000;1.0871000;1.0901000;72034
EURUSD;30;20161111;170000;1.0901300;1.0919300;1.0898000;1.0901100;70440
EURUSD;30;20161111;173000;1.0901600;1.0910300;1.0886000;1.0889600;60003
EURUSD;30;20161111;180000;1.0889800;1.0891300;1.0871000;1.0877300;68169
EURUSD;30;20161111;183000;1.0877100;1.0878800;1.0866000;1.0877700;81073
EURUSD;30;20161111;190000;1.0877300;1.0880000;1.0849000;1.0850900;72868
EURUSD;30;20161111;193000;1.0850600;1.0862000;1.0837300;1.0844100;82209
EURUSD;30;20161111;200000;1.0844000;1.0850000;1.0829000;1.0834100;58293
EURUSD;30;20161111;203000;1.0833400;1.0847500;1.0831000;1.0835700;42163
EURUSD;30;20161111;210000;1.0835900;1.0863900;1.0830000;1.0859800;48336
EURUSD;30;20161111;213000;1.0859400;1.0860000;1.0847000;1.0854300;35500
EURUSD;30;20161111;220000;1.0855100;1.0856600;1.0843000;1.0846600;33807
EURUSD;30;20161111;223000;1.0846000;1.0850100;1.0839000;1.0842700;31833
EURUSD;30;20161111;230000;1.0842600;1.0845900;1.0839000;1.0844200;31965
EURUSD;30;20161111;233000;1.0844000;1.0851000;1.0842000;1.0848000;25610
EURUSD;30;20161112;000000;1.0847900;1.0848700;1.0842000;1.0846900;25431
EURUSD;30;20161112;003000;1.0846900;1.0856400;1.0843000;1.0854800;20184
EURUSD;30;20161112;010000;1.0855000;1.0862800;1.0849900;1.0851900;15396
EURUSD;30;20161113;213000;1.0846000;1.0846000;1.0840000;1.0840000;4
EURUSD;30;20161113;220000;1.0836000;1.0836000;1.0830000;1.0831000;66
EURUSD;30;20161113;223000;1.0831000;1.0832300;1.0828000;1.0830200;103
EURUSD;30;20161113;230000;1.0830000;1.0832000;1.0828000;1.0831000;97
EURUSD;30;20161113;233000;1.0830700;1.0834000;1.0824000;1.0824900;118
EURUSD;30;20161114;000000;1.0827000;1.0830400;1.0824000;1.0830000;117
EURUSD;30;20161114;003000;1.0830000;1.0833000;1.0827000;1.0830000;172
EURUSD;30;20161114;010000;1.0832400;1.0833000;1.0825000;1.0829000;953
EURUSD;30;20161114;013000;1.0830000;1.0839600;1.0829200;1.0833900;13969
EURUSD;30;20161114;020000;1.0834500;1.0841800;1.0831000;1.0838000;17916
EURUSD;30;20161114;023000;1.0837900;1.0840000;1.0824000;1.0825300;57483
EURUSD;30;20161114;030000;1.0826400;1.0828200;1.0817000;1.0822700;40617
EURUSD;30;20161114;033000;1.0822700;1.0826000;1.0807000;1.0808800;39763
EURUSD;30;20161114;040000;1.0808800;1.0809000;1.0792800;1.0806600;47307
EURUSD;30;20161114;043000;1.0806600;1.0808100;1.0771000;1.0786800;61793
EURUSD;30;20161114;050000;1.0786800;1.0799800;1.0782000;1.0796700;46956
EURUSD;30;20161114;053000;1.0796700;1.0802400;1.0788000;1.0801500;43726
EURUSD;30;20161114;060000;1.0801800;1.0807200;1.0795000;1.0804700;35133
EURUSD;30;20161114;063000;1.0804900;1.0808700;1.0800000;1.0802800;30281
EURUSD;30;20161114;070000;1.0802000;1.0803200;1.0794000;1.0797400;30463
EURUSD;30;20161114;073000;1.0797800;1.0801000;1.0792000;1.0796400;27799
EURUSD;30;20161114;080000;1.0796700;1.0800800;1.0794000;1.0797700;26020
EURUSD;30;20161114;083000;1.0797000;1.0798700;1.0776100;1.0784600;38900
EURUSD;30;20161114;090000;1.0784300;1.0795700;1.0780000;1.0792100;28722
EURUSD;30;20161114;093000;1.0791700;1.0799700;1.0781800;1.0784500;33061
EURUSD;30;20161114;100000;1.0784500;1.0794700;1.0779000;1.0790200;32031
EURUSD;30;20161114;103000;1.0790000;1.0806400;1.0787000;1.0793900;61912
EURUSD;30;20161114;110000;1.0794600;1.0805100;1.0780900;1.0783200;65703
EURUSD;30;20161114;113000;1.0782900;1.0793000;1.0753600;1.0755300;75524
EURUSD;30;20161114;120000;1.0755400;1.0762300;1.0727000;1.0733700;69691
EURUSD;30;20161114;123000;1.0733600;1.0753500;1.0732000;1.0746000;61092
EURUSD;30;20161114;130000;1.0747300;1.0760000;1.0735000;1.0757500;56019
EURUSD;30;20161114;133000;1.0757500;1.0765100;1.0751000;1.0756000;59420
EURUSD;30;20161114;140000;1.0756100;1.0765300;1.0753000;1.0761800;57990
EURUSD;30;20161114;143000;1.0762200;1.0771900;1.0756000;1.0768600;71862
EURUSD;30;20161114;150000;1.0767900;1.0790000;1.0756700;1.0783300;73038
EURUSD;30;20161114;153000;1.0784600;1.0785500;1.0761000;1.0768800;57567
EURUSD;30;20161114;160000;1.0769500;1.0772800;1.0758000;1.0763100;59282
EURUSD;30;20161114;163000;1.0763200;1.0785500;1.0759000;1.0781700;68128
EURUSD;30;20161114;170000;1.0781100;1.0782000;1.0762000;1.0768000;66769
EURUSD;30;20161114;173000;1.0768000;1.0770300;1.0737000;1.0739400;77539
EURUSD;30;20161114;180000;1.0739600;1.0741500;1.0711900;1.0713900;80170
EURUSD;30;20161114;183000;1.0713900;1.0722400;1.0707000;1.0716600;66799
EURUSD;30;20161114;190000;1.0716300;1.0727100;1.0711000;1.0722200;65374
EURUSD;30;20161114;193000;1.0721500;1.0725600;1.0709800;1.0719400;59794
EURUSD;30;20161114;200000;1.0719400;1.0726000;1.0715000;1.0722200;53781
EURUSD;30;20161114;203000;1.0722000;1.0741500;1.0716000;1.0738200;44375
EURUSD;30;20161114;210000;1.0738500;1.0753800;1.0736000;1.0748500;52148
EURUSD;30;20161114;213000;1.0748400;1.0758700;1.0739000;1.0758100;45940
EURUSD;30;20161114;220000;1.0757900;1.0759100;1.0734000;1.0744900;51668
EURUSD;30;20161114;223000;1.0744900;1.0745900;1.0723600;1.0725000;43118
EURUSD;30;20161114;230000;1.0725200;1.0730900;1.0721000;1.0724500;47735
EURUSD;30;20161114;233000;1.0724800;1.0738500;1.0721000;1.0735900;36095
EURUSD;30;20161115;000000;1.0736200;1.0740100;1.0729000;1.0734200;40652
EURUSD;30;20161115;003000;1.0734300;1.0744700;1.0729000;1.0742900;29252
EURUSD;30;20161115;010000;1.0742000;1.0742900;1.0733000;1.0736400;28039
EURUSD;30;20161115;013000;1.0736600;1.0740000;1.0732800;1.0738500;25273
EURUSD;30;20161115;020000;1.0738600;1.0744700;1.0734000;1.0743600;26739
EURUSD;30;20161115;023000;1.0744200;1.0745600;1.0738000;1.0745200;30282
EURUSD;30;20161115;030000;1.0745500;1.0750200;1.0742300;1.0745200;19816
EURUSD;30;20161115;033000;1.0745500;1.0769800;1.0742000;1.0764900;36258
EURUSD;30;20161115;040000;1.0765100;1.0771100;1.0756000;1.0761900;31579
EURUSD;30;20161115;043000;1.0761600;1.0770700;1.0757000;1.0766400;29568
EURUSD;30;20161115;050000;1.0766400;1.0767000;1.0753000;1.0755900;32807
EURUSD;30;20161115;053000;1.0756100;1.0760700;1.0748000;1.0752200;32313
EURUSD;30;20161115;060000;1.0752200;1.0754600;1.0744000;1.0748500;30426
EURUSD;30;20161115;063000;1.0748300;1.0754100;1.0747000;1.0754000;27782
EURUSD;30;20161115;070000;1.0753500;1.0755300;1.0748000;1.0753100;26779
EURUSD;30;20161115;073000;1.0753100;1.0754500;1.0748000;1.0749800;22456
EURUSD;30;20161115;080000;1.0749800;1.0751200;1.0743000;1.0748500;23200
EURUSD;30;20161115;083000;1.0748700;1.0753200;1.0745000;1.0751200;21148
EURUSD;30;20161115;090000;1.0751200;1.0753900;1.0745000;1.0748200;22060
EURUSD;30;20161115;093000;1.0747900;1.0753600;1.0745000;1.0752200;25172
EURUSD;30;20161115;100000;1.0752200;1.0754000;1.0747000;1.0751200;26690
EURUSD;30;20161115;103000;1.0750900;1.0781100;1.0745000;1.0773300;62922
EURUSD;30;20161115;110000;1.0773200;1.0778000;1.0766000;1.0775100;56399
EURUSD;30;20161115;113000;1.0774700;1.0801100;1.0767000;1.0799900;69127
EURUSD;30;20161115;120000;1.0799400;1.0816700;1.0795000;1.0804600;75084
EURUSD;30;20161115;123000;1.0804100;1.0810000;1.0789000;1.0804100;53977
EURUSD;30;20161115;130000;1.0804100;1.0812500;1.0783000;1.0797500;63197
EURUSD;30;20161115;133000;1.0798400;1.0803400;1.0787000;1.0789900;47440
EURUSD;30;20161115;140000;1.0790800;1.0800000;1.0776000;1.0780400;45313
EURUSD;30;20161115;143000;1.0780500;1.0780900;1.0767000;1.0772200;51585
EURUSD;30;20161115;150000;1.0771300;1.0777000;1.0764000;1.0766400;46235
EURUSD;30;20161115;153000;1.0765500;1.0773000;1.0756000;1.0768800;51478
EURUSD;30;20161115;160000;1.0768800;1.0772200;1.0759000;1.0768600;50470
EURUSD;30;20161115;163000;1.0769000;1.0770000;1.0751000;1.0758400;55250
EURUSD;30;20161115;170000;1.0758000;1.0758600;1.0726000;1.0733500;88894
EURUSD;30;20161115;173000;1.0734000;1.0739300;1.0722000;1.0728700;75262
EURUSD;30;20161115;180000;1.0728800;1.0743400;1.0719000;1.0726700;79424
EURUSD;30;20161115;183000;1.0726900;1.0751500;1.0721000;1.0744300;76564
EURUSD;30;20161115;190000;1.0744100;1.0747700;1.0725000;1.0727000;65634
EURUSD;30;20161115;193000;1.0727600;1.0740700;1.0717600;1.0736200;76373
EURUSD;30;20161115;200000;1.0736200;1.0736800;1.0724000;1.0725400;44329
EURUSD;30;20161115;203000;1.0725300;1.0731200;1.0717000;1.0722300;37181
EURUSD;30;20161115;210000;1.0722000;1.0732000;1.0718000;1.0730700;30540
EURUSD;30;20161115;213000;1.0731100;1.0737100;1.0724000;1.0735800;28528
EURUSD;30;20161115;220000;1.0735800;1.0736100;1.0712000;1.0716700;31239
EURUSD;30;20161115;223000;1.0716900;1.0722700;1.0711000;1.0721200;30921
EURUSD;30;20161115;230000;1.0721300;1.0726500;1.0714000;1.0716200;42128
EURUSD;30;20161115;233000;1.0716700;1.0723900;1.0713000;1.0721600;41855
EURUSD;30;20161116;000000;1.0721700;1.0730500;1.0718000;1.0728700;33234
EURUSD;30;20161116;003000;1.0729300;1.0732900;1.0724000;1.0727600;24866
EURUSD;30;20161116;010000;1.0727800;1.0730300;1.0718000;1.0721900;24320
EURUSD;30;20161116;013000;1.0722000;1.0724000;1.0717900;1.0722600;8900
EURUSD;30;20161116;020000;1.0722500;1.0730300;1.0715000;1.0723600;18060
EURUSD;30;20161116;023000;1.0723700;1.0727700;1.0716000;1.0726200;23752
EURUSD;30;20161116;030000;1.0726300;1.0727300;1.0718000;1.0724100;20576
EURUSD;30;20161116;033000;1.0724400;1.0732300;1.0718000;1.0731800;27355
EURUSD;30;20161116;040000;1.0732000;1.0741900;1.0727000;1.0738100;29333
EURUSD;30;20161116;043000;1.0738100;1.0747100;1.0734000;1.0743000;29415
EURUSD;30;20161116;050000;1.0742800;1.0750400;1.0736800;1.0738600;30320
EURUSD;30;20161116;053000;1.0739000;1.0749000;1.0735000;1.0745300;23636
EURUSD;30;20161116;060000;1.0745600;1.0759500;1.0743000;1.0756800;27487
EURUSD;30;20161116;063000;1.0756800;1.0759500;1.0749000;1.0752500;24454
EURUSD;30;20161116;070000;1.0752200;1.0754100;1.0745000;1.0747000;25016
EURUSD;30;20161116;073000;1.0748000;1.0749100;1.0736000;1.0744800;29795
EURUSD;30;20161116;080000;1.0744800;1.0747300;1.0738000;1.0740800;20962
EURUSD;30;20161116;083000;1.0740400;1.0747400;1.0738000;1.0745700;21959
EURUSD;30;20161116;090000;1.0746200;1.0748300;1.0739000;1.0746600;21138
EURUSD;30;20161116;093000;1.0746800;1.0752700;1.0743000;1.0748300;26926
EURUSD;30;20161116;100000;1.0748200;1.0755000;1.0743000;1.0751200;24315
EURUSD;30;20161116;103000;1.0751200;1.0757000;1.0722700;1.0723800;45397
EURUSD;30;20161116;110000;1.0723900;1.0731100;1.0698000;1.0705500;72216
EURUSD;30;20161116;113000;1.0705200;1.0720000;1.0702600;1.0710000;65853
EURUSD;30;20161116;120000;1.0710200;1.0725100;1.0707000;1.0715300;51961
EURUSD;30;20161116;123000;1.0715300;1.0730000;1.0712000;1.0721400;50266
EURUSD;30;20161116;130000;1.0721900;1.0730000;1.0712800;1.0714700;44668
EURUSD;30;20161116;133000;1.0713700;1.0715000;1.0703000;1.0708400;47308
EURUSD;30;20161116;140000;1.0708400;1.0712000;1.0694000;1.0710700;50600
EURUSD;30;20161116;143000;1.0710700;1.0711000;1.0692000;1.0700700;47885
EURUSD;30;20161116;150000;1.0700600;1.0710000;1.0693000;1.0695500;41434
EURUSD;30;20161116;153000;1.0695500;1.0701100;1.0686000;1.0695500;49484
EURUSD;30;20161116;160000;1.0694400;1.0712000;1.0691000;1.0699000;56552
EURUSD;30;20161116;163000;1.0698800;1.0715000;1.0693000;1.0713200;57731
EURUSD;30;20161116;170000;1.0713100;1.0722600;1.0705000;1.0712300;85656
EURUSD;30;20161116;173000;1.0711400;1.0715300;1.0698000;1.0708700;68847
EURUSD;30;20161116;180000;1.0708800;1.0720000;1.0693500;1.0699600;74919
