<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
EURUSD;30;20170620;093000;1.1159000;1.1165000;1.1156000;1.1164500;26456
EURUSD;30;20170620;100000;1.1164600;1.1164800;1.1150400;1.1152500;19563
EURUSD;30;20170620;103000;1.1152500;1.1152900;1.1141200;1.1145600;47571
EURUSD;30;20170620;110000;1.1145900;1.1162700;1.1141800;1.1161800;58254
EURUSD;30;20170620;113000;1.1162000;1.1162400;1.1148500;1.1150500;42432
EURUSD;30;20170620;120000;1.1150400;1.1160000;1.1148000;1.1157800;27677
EURUSD;30;20170620;123000;1.1158300;1.1160000;1.1152000;1.1157800;25738
EURUSD;30;20170620;130000;1.1158000;1.1160000;1.1150000;1.1159600;33488
EURUSD;30;20170620;133000;1.1159200;1.1165000;1.1156600;1.1161000;36687
EURUSD;30;20170620;140000;1.1161700;1.1161900;1.1150000;1.1152800;35940
EURUSD;30;20170620;143000;1.1152700;1.1153400;1.1144500;1.1147100;38110
EURUSD;30;20170620;150000;1.1146300;1.1150000;1.1139800;1.1147500;39552
EURUSD;30;20170620;153000;1.1148100;1.1162900;1.1147000;1.1157300;65167
EURUSD;30;20170620;160000;1.1156000;1.1158100;1.1147000;1.1150600;43305
EURUSD;30;20170620;163000;1.1150500;1.1153600;1.1143000;1.1148700;44637
EURUSD;30;20170620;170000;1.1148000;1.1153500;1.1133000;1.1136800;61424
EURUSD;30;20170620;173000;1.1136100;1.1145700;1.1132000;1.1143500;57093
EURUSD;30;20170620;180000;1.1143400;1.1145400;1.1124000;1.1126200;54452
EURUSD;30;20170620;183000;1.1125900;1.1128000;1.1118200;1.1122800;55207
EURUSD;30;20170620;190000;1.1122700;1.1130000;1.1120000;1.1123700;36628
EURUSD;30;20170620;193000;1.1123800;1.1125000;1.1116800;1.1124400;32499
EURUSD;30;20170620;200000;1.1124300;1.1128500;1.1120600;1.1124000;29735
EURUSD;30;20170620;203000;1.1124600;1.1126400;1.1118500;1.1120800;27397
EURUSD;30;20170620;210000;1.1121800;1.1126500;1.1118000;1.1124200;20565
EURUSD;30;20170620;213000;1.1125100;1.1126700;1.1121500;1.1126000;21282
EURUSD;30;20170620;220000;1.1126200;1.1131400;1.1122600;1.1128400;28156
EURUSD;30;20170620;223000;1.1128100;1.1132600;1.1124000;1.1131900;25099
EURUSD;30;20170620;230000;1.1132000;1.1132700;1.1123600;1.1125700;27018
EURUSD;30;20170620;233000;1.1124000;1.1131000;1.1123600;1.1130900;15138
EURUSD;30;20170621;000000;1.1130900;1.1134600;1.1129500;1.1133600;14525
EURUSD;30;20170621;003000;1.1132800;1.1134600;1.1128400;1.1133600;25304
EURUSD;30;20170621;010000;1.1133200;1.1135100;1.1130000;1.1134300;20592
EURUSD;30;20170621;013000;1.1133000;1.1135500;1.1130000;1.1134100;11216
EURUSD;30;20170621;020000;1.1134900;1.1135500;1.1131800;1.1135000;11862
EURUSD;30;20170621;023000;1.1134300;1.1135700;1.1131400;1.1133500;10987
EURUSD;30;20170621;030000;1.1132700;1.1137100;1.1132000;1.1136500;11152
EURUSD;30;20170621;033000;1.1136300;1.1137000;1.1130800;1.1133600;17809
EURUSD;30;20170621;040000;1.1133600;1.1136800;1.1131100;1.1135600;18950
EURUSD;30;20170621;043000;1.1135500;1.1136600;1.1132500;1.1134000;14319
EURUSD;30;20170621;050000;1.1135100;1.1136600;1.1131700;1.1134600;13749
EURUSD;30;20170621;053000;1.1134300;1.1136300;1.1131700;1.1135400;10574
EURUSD;30;20170621;060000;1.1135400;1.1135700;1.1131900;1.1134400;9665
EURUSD;30;20170621;063000;1.1134400;1.1138000;1.1131700;1.1136800;12338
EURUSD;30;20170621;070000;1.1137200;1.1138300;1.1133700;1.1136000;12177
EURUSD;30;20170621;073000;1.1135700;1.1137400;1.1132800;1.1134800;11500
EURUSD;30;20170621;080000;1.1134900;1.1135700;1.1130700;1.1133400;12601
EURUSD;30;20170621;083000;1.1133400;1.1134500;1.1126500;1.1131000;15731
EURUSD;30;20170621;090000;1.1131000;1.1131600;1.1126200;1.1129900;15237
EURUSD;30;20170621;093000;1.1129600;1.1135100;1.1126900;1.1135000;24662
EURUSD;30;20170621;100000;1.1134800;1.1136700;1.1129000;1.1130900;30208
EURUSD;30;20170621;103000;1.1131200;1.1136900;1.1128000;1.1134200;27643
EURUSD;30;20170621;110000;1.1134400;1.1135400;1.1128200;1.1131800;28238
EURUSD;30;20170621;113000;1.1131800;1.1134700;1.1126000;1.1129900;29251
EURUSD;30;20170621;120000;1.1129100;1.1145700;1.1125900;1.1142400;27885
EURUSD;30;20170621;123000;1.1142500;1.1150200;1.1140000;1.1144000;31877
EURUSD;30;20170621;130000;1.1145500;1.1146100;1.1135500;1.1144500;27773
EURUSD;30;20170621;133000;1.1144400;1.1150000;1.1140000;1.1144800;23808
EURUSD;30;20170621;140000;1.1144800;1.1150000;1.1140900;1.1149600;27313
EURUSD;30;20170621;143000;1.1149600;1.1155700;1.1139000;1.1142700;28242
EURUSD;30;20170621;150000;1.1142600;1.1151300;1.1138000;1.1141000;34119
EURUSD;30;20170621;153000;1.1141600;1.1150000;1.1138000;1.1147500;45406
EURUSD;30;20170621;160000;1.1147200;1.1153000;1.1144000;1.1148000;39699
EURUSD;30;20170621;163000;1.1147200;1.1150000;1.1128900;1.1134000;42096
EURUSD;30;20170621;170000;1.1133800;1.1142100;1.1131100;1.1139500;49002
EURUSD;30;20170621;173000;1.1139300;1.1144800;1.1133000;1.1142600;50399
EURUSD;30;20170621;180000;1.1142500;1.1150000;1.1136000;1.1141000;50430
EURUSD;30;20170621;183000;1.1141900;1.1150000;1.1138400;1.1142400;44555
EURUSD;30;20170621;190000;1.1142100;1.1144600;1.1136400;1.1142400;32032
EURUSD;30;20170621;193000;1.1142900;1.1147200;1.1140000;1.1143400;29752
EURUSD;30;20170621;200000;1.1143400;1.1147700;1.1138700;1.1146000;31545
EURUSD;30;20170621;203000;1.1147200;1.1151700;1.1143400;1.1146800;32503
EURUSD;30;20170621;210000;1.1146700;1.1152800;1.1142600;1.1151000;28073
EURUSD;30;20170621;213000;1.1151200;1.1157300;1.1148000;1.1156500;26148
EURUSD;30;20170621;220000;1.1156500;1.1166300;1.1154400;1.1162000;30801
EURUSD;30;20170621;223000;1.1162500;1.1168500;1.1160100;1.1164600;23884
EURUSD;30;20170621;230000;1.1164500;1.1167600;1.1159900;1.1165500;22185
EURUSD;30;20170621;233000;1.1165300;1.1166200;1.1160000;1.1163100;13992
EURUSD;30;20170622;000000;1.1162900;1.1169000;1.1160600;1.1167700;20024
EURUSD;30;20170622;003000;1.1167700;1.1169000;1.1162700;1.1166800;27145
EURUSD;30;20170622;010000;1.1166600;1.1168600;1.1160300;1.1167900;28661
EURUSD;30;20170622;013000;1.1168000;1.1168200;1.1163400;1.1165500;12143
EURUSD;30;20170622;020000;1.1165500;1.1167200;1.1163000;1.1166800;11460
EURUSD;30;20170622;023000;1.1166800;1.1168300;1.1162400;1.1166700;13022
EURUSD;30;20170622;030000;1.1166100;1.1167100;1.1163300;1.1166700;10268
EURUSD;30;20170622;033000;1.1165700;1.1171400;1.1163500;1.1165000;17562
EURUSD;30;20170622;040000;1.1165200;1.1168100;1.1158600;1.1163300;20039
EURUSD;30;20170622;043000;1.1163300;1.1165400;1.1160000;1.1163800;17593
EURUSD;30;20170622;050000;1.1163700;1.1166500;1.1160400;1.1164700;21403
EURUSD;30;20170622;053000;1.1164400;1.1171700;1.1162200;1.1168300;19686
EURUSD;30;20170622;060000;1.1167800;1.1170000;1.1164000;1.1167600;16895
EURUSD;30;20170622;063000;1.1166900;1.1170500;1.1165500;1.1168900;16088
EURUSD;30;20170622;070000;1.1169400;1.1170800;1.1165700;1.1168400;17557
EURUSD;30;20170622;073000;1.1168400;1.1171500;1.1166100;1.1168800;13369
EURUSD;30;20170622;080000;1.1168800;1.1171200;1.1165700;1.1171000;13126
EURUSD;30;20170622;083000;1.1171000;1.1171000;1.1166600;1.1170300;18238
EURUSD;30;20170622;090000;1.1170300;1.1176000;1.1168100;1.1175400;21441
EURUSD;30;20170622;093000;1.1176000;1.1180000;1.1167400;1.1172700;28136
EURUSD;30;20170622;100000;1.1172800;1.1176400;1.1166700;1.1171800;30986
EURUSD;30;20170622;103000;1.1171900;1.1172000;1.1159000;1.1163300;42873
EURUSD;30;20170622;110000;1.1162700;1.1165300;1.1153000;1.1162100;39969
EURUSD;30;20170622;113000;1.1161700;1.1170000;1.1156900;1.1161500;40718
EURUSD;30;20170622;120000;1.1161600;1.1170000;1.1159300;1.1168100;34425
EURUSD;30;20170622;123000;1.1168200;1.1174500;1.1167000;1.1172000;37406
EURUSD;30;20170622;130000;1.1173000;1.1173700;1.1163000;1.1165100;33664
EURUSD;30;20170622;133000;1.1165000;1.1170000;1.1159800;1.1163500;34748
EURUSD;30;20170622;140000;1.1163900;1.1166500;1.1158700;1.1165300;27998
EURUSD;30;20170622;143000;1.1165500;1.1166500;1.1160000;1.1163000;35898
EURUSD;30;20170622;150000;1.1163800;1.1165600;1.1154900;1.1164600;32343
EURUSD;30;20170622;153000;1.1165300;1.1172400;1.1161700;1.1169200;42782
EURUSD;30;20170622;160000;1.1169200;1.1170500;1.1157000;1.1160800;46329
EURUSD;30;20170622;163000;1.1161100;1.1164100;1.1153000;1.1156300;45410
EURUSD;30;20170622;170000;1.1156300;1.1162100;1.1151700;1.1158900;50984
EURUSD;30;20170622;173000;1.1159000;1.1162500;1.1149000;1.1160000;52717
EURUSD;30;20170622;180000;1.1159200;1.1162600;1.1152000;1.1156700;48807
EURUSD;30;20170622;183000;1.1156600;1.1161100;1.1149800;1.1151300;44993
EURUSD;30;20170622;190000;1.1151700;1.1154000;1.1144000;1.1146700;39472
EURUSD;30;20170622;193000;1.1146300;1.1153200;1.1145000;1.1152400;27877
EURUSD;30;20170622;200000;1.1151000;1.1156100;1.1146400;1.1154000;22389
EURUSD;30;20170622;203000;1.1155600;1.1157600;1.1143000;1.1148900;31104
EURUSD;30;20170622;210000;1.1148800;1.1149300;1.1137600;1.1142300;24192
EURUSD;30;20170622;213000;1.1142600;1.1147600;1.1139200;1.1146500;20335
EURUSD;30;20170622;220000;1.1146500;1.1150400;1.1144300;1.1146800;20055
EURUSD;30;20170622;223000;1.1146900;1.1151900;1.1144000;1.1147000;21994
EURUSD;30;20170622;230000;1.1147800;1.1155100;1.1145700;1.1151500;25657
EURUSD;30;20170622;233000;1.1151300;1.1153100;1.1147100;1.1152900;13090
EURUSD;30;20170623;000000;1.1152900;1.1154100;1.1149000;1.1150700;13553
EURUSD;30;20170623;003000;1.1151400;1.1153700;1.1149500;1.1152100;14669
EURUSD;30;20170623;010000;1.1152000;1.1152600;1.1149200;1.1151600;10270
EURUSD;30;20170623;013000;1.1151300;1.1152200;1.1147800;1.1151800;9275
EURUSD;30;20170623;020000;1.1151800;1.1152000;1.1147200;1.1149900;7884
EURUSD;30;20170623;023000;1.1149900;1.1150400;1.1145100;1.1149900;7718
EURUSD;30;20170623;030000;1.1149900;1.1151000;1.1145900;1.1149400;7605
EURUSD;30;20170623;033000;1.1149600;1.1151400;1.1143000;1.1147400;14527
EURUSD;30;20170623;040000;1.1147400;1.1150800;1.1145400;1.1149300;16405
EURUSD;30;20170623;043000;1.1149500;1.1151000;1.1145000;1.1150300;15762
EURUSD;30;20170623;050000;1.1150000;1.1159900;1.1147000;1.1159300;18535
EURUSD;30;20170623;053000;1.1159400;1.1160000;1.1155000;1.1157300;14920
EURUSD;30;20170623;060000;1.1157300;1.1159000;1.1152600;1.1158500;11030
EURUSD;30;20170623;063000;1.1158500;1.1159100;1.1155500;1.1158400;10188
EURUSD;30;20170623;070000;1.1158200;1.1163200;1.1155800;1.1162900;14608
EURUSD;30;20170623;073000;1.1162200;1.1164100;1.1159900;1.1162100;11891
EURUSD;30;20170623;080000;1.1162000;1.1163600;1.1159300;1.1160900;12908
EURUSD;30;20170623;083000;1.1161200;1.1164000;1.1159700;1.1162400;12715
EURUSD;30;20170623;090000;1.1162400;1.1168300;1.1160200;1.1163900;15230
EURUSD;30;20170623;093000;1.1164000;1.1170000;1.1161700;1.1168400;23416
EURUSD;30;20170623;100000;1.1168900;1.1175300;1.1167000;1.1172600;25670
EURUSD;30;20170623;103000;1.1172400;1.1180000;1.1168500;1.1172800;27473
EURUSD;30;20170623;110000;1.1172700;1.1177500;1.1167000;1.1175700;26037
EURUSD;30;20170623;113000;1.1175400;1.1190000;1.1175000;1.1182400;30909
EURUSD;30;20170623;120000;1.1182500;1.1183300;1.1168900;1.1171400;24010
EURUSD;30;20170623;123000;1.1171200;1.1172200;1.1160000;1.1164800;22927
EURUSD;30;20170623;130000;1.1164900;1.1171300;1.1160000;1.1170100;25265
EURUSD;30;20170623;133000;1.1170300;1.1176400;1.1165000;1.1166700;22491
EURUSD;30;20170623;140000;1.1166700;1.1170000;1.1163000;1.1166400;21279
EURUSD;30;20170623;143000;1.1166500;1.1170000;1.1162000;1.1166700;21409
EURUSD;30;20170623;150000;1.1166700;1.1174100;1.1160000;1.1172800;19909
EURUSD;30;20170623;153000;1.1172900;1.1180000;1.1168600;1.1176300;21573
EURUSD;30;20170623;160000;1.1176000;1.1180200;1.1172000;1.1176100;21107
EURUSD;30;20170623;163000;1.1175900;1.1181800;1.1173300;1.1180600;25524
EURUSD;30;20170623;170000;1.1180700;1.1196000;1.1178200;1.1195800;25507
EURUSD;30;20170623;173000;1.1195200;1.1200000;1.1184000;1.1198600;26538
EURUSD;30;20170623;180000;1.1198400;1.1210000;1.1197000;1.1199600;26839
EURUSD;30;20170623;183000;1.1199900;1.1204000;1.1197600;1.1199000;26590
EURUSD;30;20170623;190000;1.1199800;1.1201900;1.1194500;1.1195700;24591
EURUSD;30;20170623;193000;1.1196100;1.1199600;1.1192500;1.1195200;16507
EURUSD;30;20170623;200000;1.1195100;1.1198000;1.1191000;1.1196000;22091
EURUSD;30;20170623;203000;1.1196900;1.1198400;1.1193000;1.1196400;20123
EURUSD;30;20170623;210000;1.1196400;1.1199400;1.1194200;1.1197900;17906
EURUSD;30;20170623;213000;1.1197800;1.1202400;1.1195000;1.1199000;18735
EURUSD;30;20170623;220000;1.1198900;1.1201600;1.1195800;1.1196800;16501
EURUSD;30;20170623;223000;1.1197000;1.1199400;1.1194200;1.1197900;15140
EURUSD;30;20170623;230000;1.1197900;1.1197900;1.1193800;1.1196800;17943
EURUSD;30;20170623;233000;1.1197000;1.1198100;1.1193900;1.1197400;13069
EURUSD;30;20170624;000000;1.1197500;1.1198000;1.1190300;1.1193400;14480
EURUSD;30;20170624;003000;1.1192000;1.1192000;1.1190000;1.1190000;3
EURUSD;30;20170624;010000;1.1185000;1.1185000;1.1183000;1.1183000;21
EURUSD;30;20170625;223000;1.1199000;1.1200800;1.1192000;1.1197000;83
EURUSD;30;20170625;230000;1.1197000;1.1199300;1.1195000;1.1196000;81
EURUSD;30;20170625;233000;1.1196000;1.1198100;1.1192000;1.1195000;87
EURUSD;30;20170626;000000;1.1195000;1.1200000;1.1193000;1.1196300;505
EURUSD;30;20170626;003000;1.1196200;1.1199000;1.1187100;1.1194800;3418
EURUSD;30;20170626;010000;1.1194200;1.1198700;1.1190200;1.1191700;2821
EURUSD;30;20170626;013000;1.1194500;1.1198800;1.1191000;1.1195300;18682
EURUSD;30;20170626;020000;1.1195300;1.1198300;1.1193000;1.1196400;15526
EURUSD;30;20170626;023000;1.1196400;1.1198000;1.1194000;1.1197600;10907
EURUSD;30;20170626;030000;1.1197600;1.1200200;1.1194400;1.1199600;11518
EURUSD;30;20170626;033000;1.1199600;1.1200200;1.1193000;1.1197600;18913
EURUSD;30;20170626;040000;1.1197100;1.1199300;1.1193600;1.1196500;18468
EURUSD;30;20170626;043000;1.1196500;1.1196800;1.1189000;1.1194200;20451
EURUSD;30;20170626;050000;1.1193800;1.1195500;1.1189000;1.1190000;17997
EURUSD;30;20170626;053000;1.1189700;1.1197000;1.1187900;1.1194000;14492
EURUSD;30;20170626;060000;1.1195000;1.1197000;1.1190300;1.1194900;15656
EURUSD;30;20170626;063000;1.1194900;1.1195100;1.1188000;1.1192700;14045
EURUSD;30;20170626;070000;1.1192900;1.1197800;1.1190900;1.1196600;13107
EURUSD;30;20170626;073000;1.1196600;1.1196600;1.1190200;1.1193500;9421
EURUSD;30;20170626;080000;1.1193500;1.1194600;1.1188200;1.1191700;10441
EURUSD;30;20170626;083000;1.1191600;1.1192000;1.1186900;1.1191700;14465
EURUSD;30;20170626;090000;1.1191700;1.1193600;1.1188100;1.1192600;12129
EURUSD;30;20170626;093000;1.1192400;1.1195100;1.1183600;1.1187900;26010
EURUSD;30;20170626;100000;1.1188000;1.1194700;1.1182600;1.1191800;30721
EURUSD;30;20170626;103000;1.1191600;1.1205300;1.1188000;1.1201900;48746
EURUSD;30;20170626;110000;1.1202300;1.1210000;1.1197000;1.1200700;42215
EURUSD;30;20170626;113000;1.1200900;1.1201800;1.1185000;1.1189400;52376
EURUSD;30;20170626;120000;1.1189700;1.1192200;1.1180000;1.1185700;40297
EURUSD;30;20170626;123000;1.1185500;1.1187100;1.1180000;1.1185400;38633
EURUSD;30;20170626;130000;1.1186300;1.1187300;1.1174600;1.1177300;37955
EURUSD;30;20170626;133000;1.1177300;1.1190000;1.1175000;1.1179900;40678
EURUSD;30;20170626;140000;1.1180200;1.1184200;1.1174800;1.1179500;34897
EURUSD;30;20170626;143000;1.1178900;1.1181400;1.1170000;1.1175600;38902
EURUSD;30;20170626;150000;1.1175300;1.1185100;1.1173000;1.1181300;33689
EURUSD;30;20170626;153000;1.1181300;1.1190200;1.1180000;1.1188800;38952
EURUSD;30;20170626;160000;1.1188700;1.1220000;1.1187500;1.1211200;75590
EURUSD;30;20170626;163000;1.1211100;1.1215800;1.1207000;1.1209200;46535
EURUSD;30;20170626;170000;1.1208800;1.1213400;1.1201900;1.1202100;45668
EURUSD;30;20170626;173000;1.1202700;1.1212900;1.1201000;1.1206100;47699
EURUSD;30;20170626;180000;1.1206200;1.1220000;1.1199000;1.1203100;54404
EURUSD;30;20170626;183000;1.1203000;1.1203900;1.1196600;1.1201900;46168
EURUSD;30;20170626;190000;1.1201900;1.1205000;1.1187000;1.1195900;39675
EURUSD;30;20170626;193000;1.1196000;1.1197900;1.1180000;1.1184300;31747
EURUSD;30;20170626;200000;1.1184300;1.1190500;1.1181400;1.1187300;26576
EURUSD;30;20170626;203000;1.1187300;1.1192900;1.1185000;1.1192100;23892
EURUSD;30;20170626;210000;1.1191900;1.1194500;1.1186000;1.1191400;22654
EURUSD;30;20170626;213000;1.1191500;1.1194500;1.1174800;1.1175000;27470
EURUSD;30;20170626;220000;1.1176500;1.1181200;1.1173300;1.1180700;27094
EURUSD;30;20170626;223000;1.1181000;1.1181900;1.1175200;1.1179500;21733
EURUSD;30;20170626;230000;1.1179400;1.1181600;1.1175800;1.1180100;18255
EURUSD;30;20170626;233000;1.1180100;1.1183000;1.1177400;1.1182100;15159
EURUSD;30;20170627;000000;1.1182800;1.1183400;1.1177700;1.1180100;15244
EURUSD;30;20170627;003000;1.1181600;1.1185000;1.1179400;1.1181800;18502
EURUSD;30;20170627;010000;1.1182000;1.1185000;1.1178800;1.1183200;25728
EURUSD;30;20170627;013000;1.1182600;1.1183300;1.1179400;1.1182100;13549
EURUSD;30;20170627;020000;1.1182100;1.1183400;1.1178000;1.1180400;10008
EURUSD;30;20170627;023000;1.1180400;1.1181100;1.1177000;1.1180200;9071
EURUSD;30;20170627;030000;1.1180200;1.1183500;1.1177700;1.1182900;8268
EURUSD;30;20170627;033000;1.1183000;1.1184300;1.1178000;1.1183200;15321
EURUSD;30;20170627;040000;1.1182000;1.1185300;1.1180000;1.1184000;14929
EURUSD;30;20170627;043000;1.1183000;1.1186800;1.1181800;1.1185100;16813
EURUSD;30;20170627;050000;1.1185400;1.1186000;1.1178900;1.1181000;17442
EURUSD;30;20170627;053000;1.1182000;1.1187200;1.1178400;1.1185600;15167
EURUSD;30;20170627;060000;1.1185900;1.1190000;1.1184000;1.1187300;13764
EURUSD;30;20170627;063000;1.1186000;1.1192600;1.1185000;1.1191000;17029
EURUSD;30;20170627;070000;1.1191000;1.1192400;1.1188300;1.1191100;12457
EURUSD;30;20170627;073000;1.1191100;1.1191100;1.1185800;1.1187600;10468
EURUSD;30;20170627;080000;1.1188600;1.1190600;1.1185900;1.1190200;7932
EURUSD;30;20170627;083000;1.1190000;1.1193500;1.1187800;1.1193500;12446
EURUSD;30;20170627;090000;1.1193200;1.1196500;1.1190700;1.1195700;16055
EURUSD;30;20170627;093000;1.1195500;1.1204100;1.1189900;1.1197900;35908
EURUSD;30;20170627;100000;1.1198000;1.1199500;1.1187000;1.1191000;37768
EURUSD;30;20170627;103000;1.1191000;1.1193100;1.1187000;1.1191300;38319
EURUSD;30;20170627;110000;1.1191400;1.1192400;1.1180400;1.1187200;42183
EURUSD;30;20170627;113000;1.1187100;1.1243900;1.1185000;1.1238500;112812
EURUSD;30;20170627;120000;1.1238500;1.1255000;1.1235000;1.1248300;73033
EURUSD;30;20170627;123000;1.1248700;1.1260300;1.1242600;1.1249100;49931
EURUSD;30;20170627;130000;1.1249100;1.1265200;1.1247000;1.1254200;47814
EURUSD;30;20170627;133000;1.1254200;1.1256700;1.1245000;1.1251600;43021
EURUSD;30;20170627;140000;1.1250800;1.1266100;1.1247400;1.1261900;44001
EURUSD;30;20170627;143000;1.1261900;1.1270100;1.1259000;1.1265500;46049
EURUSD;30;20170627;150000;1.1265400;1.1274800;1.1262900;1.1268900;48894
EURUSD;30;20170627;153000;1.1269000;1.1281900;1.1267100;1.1281000;50506
EURUSD;30;20170627;160000;1.1281000;1.1284000;1.1270000;1.1276900;47655
EURUSD;30;20170627;163000;1.1276100;1.1290300;1.1276000;1.1287600;52343
EURUSD;30;20170627;170000;1.1287300;1.1305100;1.1281000;1.1288200;66655
EURUSD;30;20170627;173000;1.1287500;1.1290000;1.1272800;1.1278100;55616
EURUSD;30;20170627;180000;1.1278400;1.1287900;1.1274700;1.1286200;47497
EURUSD;30;20170627;183000;1.1286200;1.1303400;1.1282000;1.1295200;56726
EURUSD;30;20170627;190000;1.1294800;1.1332300;1.1290000;1.1326600;56473
EURUSD;30;20170627;193000;1.1326500;1.1335200;1.1309000;1.1313300;60079
EURUSD;30;20170627;200000;1.1312900;1.1314200;1.1305000;1.1311800;41846
EURUSD;30;20170627;203000;1.1311800;1.1336600;1.1305000;1.1334200;58362
EURUSD;30;20170627;210000;1.1333400;1.1338200;1.1322000;1.1332000;55508
EURUSD;30;20170627;213000;1.1332200;1.1342500;1.1329700;1.1335400;43057
EURUSD;30;20170627;220000;1.1336200;1.1347700;1.1331000;1.1346000;33850
EURUSD;30;20170627;223000;1.1345700;1.1349400;1.1342500;1.1347100;32155
EURUSD;30;20170627;230000;1.1346900;1.1349500;1.1342000;1.1348800;30653
EURUSD;30;20170627;233000;1.1348700;1.1349100;1.1341300;1.1343300;19078
EURUSD;30;20170628;000000;1.1343200;1.1343400;1.1333900;1.1338200;23324
EURUSD;30;20170628;003000;1.1338200;1.1339800;1.1327900;1.1336300;29056
EURUSD;30;20170628;010000;1.1336100;1.1340200;1.1332000;1.1335000;33325
EURUSD;30;20170628;013000;1.1337100;1.1339600;1.1334000;1.1337700;15005
EURUSD;30;20170628;020000;1.1338400;1.1344700;1.1336400;1.1343000;21185
EURUSD;30;20170628;023000;1.1343000;1.1343400;1.1335800;1.1337500;16634
EURUSD;30;20170628;030000;1.1337500;1.1339300;1.1334000;1.1336800;17765
EURUSD;30;20170628;033000;1.1336600;1.1344000;1.1334000;1.1343600;23074
EURUSD;30;20170628;040000;1.1343600;1.1343700;1.1335000;1.1339700;25394
EURUSD;30;20170628;043000;1.1339700;1.1341100;1.1334900;1.1339800;20537
EURUSD;30;20170628;050000;1.1338900;1.1355500;1.1336000;1.1350500;33291
EURUSD;30;20170628;053000;1.1350700;1.1351400;1.1345000;1.1349000;25875
EURUSD;30;20170628;060000;1.1349000;1.1354000;1.1346600;1.1351400;26310
EURUSD;30;20170628;063000;1.1351100;1.1351700;1.1346000;1.1349700;19581
EURUSD;30;20170628;070000;1.1349500;1.1351200;1.1345500;1.1347900;14365
EURUSD;30;20170628;073000;1.1348700;1.1353300;1.1345000;1.1352900;16699
EURUSD;30;20170628;080000;1.1352600;1.1353500;1.1344600;1.1345800;15421
EURUSD;30;20170628;083000;1.1346700;1.1350500;1.1343000;1.1350100;20624
EURUSD;30;20170628;090000;1.1350500;1.1366500;1.1347000;1.1362300;33096
EURUSD;30;20170628;093000;1.1362600;1.1378900;1.1358000;1.1370600;57300
EURUSD;30;20170628;100000;1.1370400;1.1372500;1.1350300;1.1352800;60833
EURUSD;30;20170628;103000;1.1353200;1.1373800;1.1351000;1.1371600;76270
EURUSD;30;20170628;110000;1.1371500;1.1388300;1.1369000;1.1378400;70430
EURUSD;30;20170628;113000;1.1378300;1.1386600;1.1366000;1.1380400;70086
EURUSD;30;20170628;120000;1.1380300;1.1384700;1.1358400;1.1360500;59546
EURUSD;30;20170628;123000;1.1360300;1.1364000;1.1351600;1.1358000;59962
EURUSD;30;20170628;130000;1.1358000;1.1363600;1.1355000;1.1360700;47664
EURUSD;30;20170628;133000;1.1360800;1.1371800;1.1359000;1.1366400;45556
EURUSD;30;20170628;140000;1.1365500;1.1366500;1.1353000;1.1358500;36188
EURUSD;30;20170628;143000;1.1358400;1.1376500;1.1353700;1.1375100;48266
EURUSD;30;20170628;150000;1.1374900;1.1376200;1.1365000;1.1374700;47541
EURUSD;30;20170628;153000;1.1374900;1.1380300;1.1290800;1.1330600;116784
EURUSD;30;20170628;160000;1.1330600;1.1340300;1.1319000;1.1331300;96383
EURUSD;30;20170628;163000;1.1331100;1.1343200;1.1327000;1.1334200;74854
EURUSD;30;20170628;170000;1.1333800;1.1372900;1.1330000;1.1365500;109708
EURUSD;30;20170628;173000;1.1365800;1.1391000;1.1364000;1.1375900;90757
EURUSD;30;20170628;180000;1.1375900;1.1383500;1.1360000;1.1362800;83580
EURUSD;30;20170628;183000;1.1362900;1.1366100;1.1351000;1.1353800;67097
EURUSD;30;20170628;190000;1.1353800;1.1365500;1.1347800;1.1363900;50494
EURUSD;30;20170628;193000;1.1364600;1.1374200;1.1361000;1.1370000;33656
EURUSD;30;20170628;200000;1.1370700;1.1381600;1.1367600;1.1377400;34971
EURUSD;30;20170628;203000;1.1377800;1.1381900;1.1372000;1.1374000;29471
EURUSD;30;20170628;210000;1.1374800;1.1380800;1.1371600;1.1376000;26548
EURUSD;30;20170628;213000;1.1376800;1.1384100;1.1374000;1.1377200;31696
EURUSD;30;20170628;220000;1.1377200;1.1382000;1.1375000;1.1379800;22720
EURUSD;30;20170628;223000;1.1379100;1.1380400;1.1374500;1.1378700;21803
EURUSD;30;20170628;230000;1.1378700;1.1385300;1.1376000;1.1381800;23096
EURUSD;30;20170628;233000;1.1381700;1.1381800;1.1375900;1.1379300;15771
EURUSD;30;20170629;000000;1.1379200;1.1379600;1.1373800;1.1376500;19218
EURUSD;30;20170629;003000;1.1376900;1.1379100;1.1374000;1.1376000;20281
EURUSD;30;20170629;010000;1.1376100;1.1380800;1.1372000;1.1375000;26877
EURUSD;30;20170629;013000;1.1376700;1.1380000;1.1373900;1.1377300;18377
EURUSD;30;20170629;020000;1.1377300;1.1378400;1.1372000;1.1377500;17430
EURUSD;30;20170629;023000;1.1377200;1.1381000;1.1375200;1.1380100;13694
EURUSD;30;20170629;030000;1.1380100;1.1385500;1.1376800;1.1378300;15447
EURUSD;30;20170629;033000;1.1378400;1.1383500;1.1375000;1.1382800;22210
EURUSD;30;20170629;040000;1.1381900;1.1389400;1.1380000;1.1386600;25330
